id,question,context,timestamp
599,"Cho tôi biết có thấy hiện tượng kì lạ khi so sánh đánh giá tháng và quý của chỉ tiêu Dịch vụ ViettelPay không, hiện trạng của năm bây giờ như thế nào trong tháng 2, năm 2023?","tuy kết quả của tháng với chỉ tiêu Dịch vụ ViettelPay được đánh giá là không đạt khi KPI hiện trạng đạt được 1.0 % nhưng mục tiêu đề ra là 1.1 % nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 13.9 % vượt qua mục tiêu đề ra là 12.8 %. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 14.9 % so với mục tiêu KPI năm là 12.8 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.594846+08:00
600,"Tháng 4, năm 2023 cho tôi hỏi liệu cả quý với tháng của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính có cùng không ổn hay không, hiện trạng của năm bây giờ như thế nào?","với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính, hiện trạng có được trong tháng 4 năm 2023 là 81.3 % so với mục tiêu đề ra là 80.1 % được đánh giá là đạt và kết quả này vẫn duy trì trong quý 2 năm 2023 là 81.3 % so với mục tiêu đề ra là 80.1 %, cho thấy chỉ tiêu đề ra tạm đáp ứng thành công. Tuy nhiên, hiện trạng năm đánh giá là không đạt khi KPI đạt được 80.6 % nhưng mục tiêu đề ra là 81.8 %. ",2023-08-06T17:38:52.597565+08:00
601,"Cho t hỏi liệu cả tháng và quý của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO có cùng ổn hay không, cho tôi biết thêm về kết quả của năm được hay không trong t10/2021?",Cả tháng 10 và quý 4 trong cùng 2021 của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO đều được đánh giá là không đạt.,2023-08-06T17:38:52.597565+08:00
602,"Hãy giúp t hiểu hơn về so sánh tình hình nhận được của chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ trong tháng và quý, liệu có ảnh hưởng gì kết quả năm hay không trong t11/2020?",Cả tháng 11 và quý 4 trong cùng 2020 của chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ đều được đánh giá là không đạt.,2023-08-06T17:38:52.597565+08:00
603,"Hãy giúp tôi hiểu hơn về trong tháng 8, 2021 hiện trạng nhận được của quý mà chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) khác thế nào so với tháng ?","tuy kết quả của tháng với chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) được đánh giá là không đạt khi KPI hiện trạng đạt được 96.0 % chỉ bằng 1.05 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 82.1 % gấp 0.86 lần của KPI mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.597565+08:00
604,"T11/2021 hãy giúp hiểu hơn về kết quả của quý mà chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý sự cố trong hạn 3 giờ khác xa như thế nào so với tháng, xem xét về kpi của năm ra làm sao?","ta thấy kết quả của tháng với chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý sự cố trong hạn 3 giờ được đánh giá là đạt khi KPI hiện trạng đạt được 88.4 % gấp 0.89 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 97.4 % chỉ bằng 1.06 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.613190+08:00
605,"Có thể cho t biết trong tháng 6, 2021 đánh giá tháng của chỉ tiêu Lỗi SME - vTracking khác gì so với quý ?","với chỉ tiêu Lỗi SME - vTracking, hiện trạng có được trong tháng 6 năm 2021 được đánh giá là không đạt và kết quả này vẫn xảy ra trong Q2/2021 , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:52.613190+08:00
606,"Có thể cho t biết trong tháng 12, năm 2020 chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát có kết quả đánh giá trong cùng quý và tháng ra sao ?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.613190+08:00
607,"Có thể cho t biết có thấy nhiễu động khi so sánh hiện trạng nhận được tháng và quý của chỉ tiêu Nhóm dịch vụ viễn thông di động không, hiện trạng của năm bây giờ như thế nào trong tháng 12, 2021?","với chỉ tiêu Nhóm dịch vụ viễn thông di động, hiện trạng có được trong tháng 12 năm 2021 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 4 năm 2021 , cho thấy Tôi thấy được hiện trạng KPI của năm được đánh giá là không đạt khi KPI đạt được 7.6giây nhưng mục tiêu đề ra là 0.6giây. cần giải trình nguyên nhân dẫn đến kết quả không tốt này từ VTT",2023-08-06T17:38:52.613190+08:00
608,"Xin hỏi trong tháng 7, năm 2022 liệu cả tháng với quý của chỉ tiêu Lỗi SME - vTracking có cùng đạt hay không, liệu có ảnh hưởng gì kết quả năm hay không?",Cả tháng 7 và quý 3 trong cùng 2022 của chỉ tiêu Lỗi SME - vTracking đều được đánh giá là không đạt.,2023-08-06T17:38:52.628906+08:00
609,"Cho hỏi có nhiễu động nào khi so sánh của kết quả tháng với quý của chỉ tiêu Thời gian trung bình xử lý phản ánh dịch vụ Giải pháp CNTT hay không, cho biết thêm về kết quả của năm được hay không trong t5/2023?","với chỉ tiêu Thời gian trung bình xử lý phản ánh dịch vụ Giải pháp CNTT, hiện trạng có được trong T5/2023 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 năm 2023 , cho thấy Ta cũng có được hiện trạng KPI của năm được đánh giá là không đạt . ",2023-08-06T17:38:52.628906+08:00
610,"Có thể cho biết trong tháng 6, năm 2023 tình hình tháng của chỉ tiêu Phản ánh về CLM vô tuyến - Phản ánh về tốc độ truy cập Data khác gì so với quý, xem xét về kpi của năm ra làm sao?","tuy kết quả của tháng với chỉ tiêu Phản ánh về CLM vô tuyến - Phản ánh về tốc độ truy cập Data được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.628906+08:00
611,"Tháng 3, năm 2023 bạn hãy giúp tui giải đáp thắc mắc sau cả quý và tháng đều nhận được đánh giá không ổn của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát hay không, cho tôi biết thêm về hiện trạng nhận được của năm được hay không?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.628906+08:00
612,"Xin hỏi xem xét của quý mà chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính khác ra sao so với tháng, liệu có ảnh hưởng gì kết quả năm hay không trong tháng 9, 2021?","với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính, hiện trạng có được trong T9/2021 được đánh giá là không đạt và kết quả này vẫn xảy ra trong Q3/2021 , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:52.644726+08:00
613,"Bạn hãy giúp tui giải đáp thắc mắc sau cả quý với tháng đều nhận được xem xét chưa đạt của chỉ tiêu PAKH/1000 thuê bao/ngày dịch vụ Kênh truyền hay không, liệu có ảnh hưởng gì kết quả năm hay không trong tháng 3, 2022?","tuy kết quả của tháng với chỉ tiêu PAKH/1000 thuê bao/ngày dịch vụ Kênh truyền được đánh giá là không đạt khi KPI hiện trạng đạt được 2.8phản ánh chỉ bằng 0.52 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 11.9phản ánh gấp 1.57 lần của KPI mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.644726+08:00
614,"T có một câu hỏi là trong tháng 6, 2023 thống kê về kết quả của quý và tháng chỉ tiêu Giao tiền nhanh (trong 24h), còn năm thì ra làm sao đấy?","tuy kết quả của tháng với chỉ tiêu Giao tiền nhanh (trong 24h) được đánh giá là không đạt khi KPI hiện trạng đạt được 88.7 % giảm 0.3 so với KPI của mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 83.2 % tăng 0.8 so với KPI của mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 82.2 % so với mục tiêu KPI năm là 84.1 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.644726+08:00
615,"Tháng 5, 2023 cho tui hỏi chỉ tiêu Tổng đài 18009000 có kết quả đánh giá trong cùng quý và tháng như thế nào, còn năm thì như thế nào đấy?","ta thấy kết quả của tháng với chỉ tiêu Tổng đài 18009000 được đánh giá là đạt khi KPI hiện trạng đạt được 83.8 % gấp 0.89 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 97.2 % chỉ bằng 1.0 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 98.8 % so với mục tiêu KPI năm là 96.9 % điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.644726+08:00
616,"Cho tôi biết trong tháng 1, năm 2023 có hiện tượng gì lạ nào khi so sánh của kết quả tháng và quý của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát hay không, hiện trạng của năm bây giờ như thế nào?",Cả tháng 1 và quý 1 trong cùng 2023 của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát đều được đánh giá là không đạt.,2023-08-06T17:38:52.663678+08:00
617,"Tháng 1, 2021 có một vấn đề cần được giải đáp liệu có bất thường nào khi so sánh xem xét tháng và quý của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính không, cho t biết thêm về tình hình của năm được hay không?","với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính, hiện trạng có được trong tháng 1 năm 2021 là 90.0 % so với mục tiêu đề ra là 81.7 % được đánh giá là đạt và kết quả này vẫn duy trì trong Q1/2021 là 90.0 % so với mục tiêu đề ra là 81.7 %, cho thấy đã đáp ứng đầy đủ với kế hoạch đặt ra của chỉ tiêu này. Tuy nhiên, hiện trạng năm đánh giá là không đạt khi KPI đạt được 80.1 % nhưng mục tiêu đề ra là 81.8 %. Điều này cho thấy cần điều chỉnh lại các mục tiêu KPI đề ra của cả tháng và quý hoặc là điều chỉnh KPI của năm.",2023-08-06T17:38:52.667701+08:00
618,"Tháng 7, 2021 có thể cho biết liệu có bất thường nào khi so sánh hiện trạng nhận được tháng và quý của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn không, liệu có ảnh hưởng gì kết quả năm hay không?",Cả tháng 7 và quý 3 trong cùng 2021 của chỉ tiêu Lỗi dịch vụ cố định (GPON FTTH/THS) - Tỷ lệ xử lý trong hạn đều được đánh giá là không đạt.,2023-08-06T17:38:52.671683+08:00
619,"Có thể cho tôi biết đánh giá tháng của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH khác gì so với quý trong tháng 2, 2020?","trong T2/2020 và Q1/2020, chỉ tiêu Phản ánh về SME - Dịch vụ BHXH đều được đánh giá là đạt.Chỉ tiêu Phản ánh về SME - Dịch vụ BHXH đều được đánh giá là đạt trong T2/2020 và Q1/2020",2023-08-06T17:38:52.675830+08:00
620,"Tháng 2, năm 2020 cho hỏi có thấy sự bất thường khi so sánh đánh giá tháng và quý của chỉ tiêu Tổng đài 19009095 không, xem xét về kpi của năm ra làm sao?","ta thấy kết quả của tháng với chỉ tiêu Tổng đài 19009095 được đánh giá là đạt khi KPI hiện trạng đạt được 80.9 % gấp 0.85 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 99.8 % chỉ bằng 1.0 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.679066+08:00
621,"Tháng 2, 2022 cho tui hỏi hiện trạng nhận được của tháng và quý của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn như thế nào ?",Cả tháng 2 và quý 1 trong cùng 2022 của chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn đều được đánh giá là không đạt.,2023-08-06T17:38:52.683761+08:00
622,"Cho tôi hỏi trong tháng 6, năm 2020 xem xét tháng của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính khác gì so với quý ?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.687920+08:00
623,"T12/2021 hãy giúp hiểu hơn về đánh giá đối với quý với tháng như thế nào với chỉ tiêu Kênh BOso sánh đánh giá nhận được của quý với tháng với chỉ tiêu Kênh BO, xem xét về kpi của năm ra làm sao?","tuy kết quả của tháng với chỉ tiêu Kênh BO được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.692138+08:00
624,"Cho hỏi trong t6/2023 thống kê về kết quả của quý với tháng chỉ tiêu Kênh FO, cho t biết thêm về hiện trạng nhận được của năm được hay không?","với chỉ tiêu Kênh FO, hiện trạng có được trong T6/2023 là 80.5 % so với mục tiêu đề ra là 89.7 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 năm 2023 là 80.5 % so với mục tiêu đề ra là 89.7 %, cho thấy Tôi thấy được hiện trạng KPI của năm được đánh giá là không đạt . ",2023-08-06T17:38:52.696174+08:00
625,"Tháng 11, 2022 có một câu hỏi là có bất thường nào khi so sánh của kết quả quý với tháng của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính hay không, hiện trạng của năm bây giờ như thế nào?","tuy kết quả của tháng với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính được đánh giá là không đạt khi KPI hiện trạng đạt được 98.3 % nhưng mục tiêu đề ra là 97.0 % nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 81.4 % vượt qua mục tiêu đề ra là 81.7 %. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 80.1 % so với mục tiêu KPI năm là 81.7 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.700614+08:00
626,"Có thể cho tôi biết trong tháng 12, năm 2021 có hiện tượng kì lạ nào khi so sánh của kết quả quý với tháng của chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay hay không, hiện trạng của năm bây giờ như thế nào?",Cả tháng 12 và quý 4 trong cùng 2021 của chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay đều được đánh giá là không đạt.,2023-08-06T17:38:52.703830+08:00
627,"Tháng 11, năm 2022 bạn có thể giải thích về kết quả tháng của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính khác gì so với quý, đánh giá về kpi của năm ra làm sao?","tuy kết quả của tháng với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 80.1 % so với mục tiêu KPI năm là 81.7 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.709050+08:00
628,"Tháng 4, năm 2023 bạn có thể tường tận thêm về kết quả của quý mà chỉ tiêu Giao tiền nhanh (trong 2h) khác nhau ra làm sao so với tháng, còn năm thì như thế nào đấy?","với chỉ tiêu Giao tiền nhanh (trong 2h), hiện trạng có được trong tháng 4 năm 2023 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 cùng kỳ , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:52.713040+08:00
629,"Cho tôi biết trong tháng 7, 2022 so sánh tình hình nhận được của chỉ tiêu Giao tiền nhanh (trong 4h) trong quý và tháng, tình hình về kpi của năm ra làm sao?","tuy kết quả của tháng với chỉ tiêu Giao tiền nhanh (trong 4h) được đánh giá là không đạt khi KPI hiện trạng đạt được 99.6 % chỉ bằng 1.01 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 83.1 % gấp 0.86 lần của KPI mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 90.6 % so với mục tiêu KPI năm là 96.3 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.714140+08:00
630,"Bạn hãy giúp t giải đáp thắc mắc sau trong tháng 4, năm 2023 tình hình của tháng và quý của chỉ tiêu KHCN Di động Vip ra sao, cho biết thêm về hiện trạng nhận được của năm được hay không?","tuy kết quả của tháng với chỉ tiêu KHCN Di động Vip được đánh giá là không đạt khi KPI hiện trạng đạt được 99.0 % giảm 1.1 so với KPI của mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 86.9 % tăng 0.4 so với KPI của mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 91.4 % so với mục tiêu KPI năm là 87.4 % điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.714140+08:00
631,"Bạn hãy giúp tôi giải đáp thắc mắc sau trong t10/2022 liệu cả tháng với quý của chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát có cùng chưa đạt hay không, hiện trạng của năm bây giờ như thế nào?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 91.9 % so với mục tiêu KPI năm là 97.2 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.714140+08:00
632,"Tháng 7, năm 2021 tôi có một vấn đề cần được giải đáp liệu có bất thường nào khi so sánh hiện trạng nhận được tháng và quý của chỉ tiêu KHCN Cố định không, kết quả về kpi của năm ra làm sao?","với chỉ tiêu KHCN Cố định, hiện trạng có được trong tháng 7 năm 2021 là 81.7 % so với mục tiêu đề ra là 92.9 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 3 năm 2021 là 81.7 % so với mục tiêu đề ra là 92.9 %, cho thấy Ngoài ra hiện trạng KPI của năm được đánh giá là không đạt khi KPI đạt được 82.0 % nhưng mục tiêu đề ra là 97.3 %. kết quả này xảy ra có thể do mục tiêu KPI đề ra quá cao, có thể điều chỉnh các con số này lại sao cho phù hợp hơn với tình cảnh hiện tại",2023-08-06T17:38:52.714140+08:00
633,"Tui muốn biết liệu cả quý với tháng của chỉ tiêu Nhóm dịch vụ sme có cùng không ổn hay không, cho t biết thêm về tình hình của năm được hay không trong tháng 2, 2020?","tuy kết quả của tháng với chỉ tiêu Nhóm dịch vụ sme được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 11.0giây so với mục tiêu KPI năm là 3.2giây cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.729762+08:00
634,"Có một câu hỏi là so sánh xem xét nhận được của chỉ tiêu Lỗi SME - vTracking trong quý với tháng trong tháng 8, năm 2020?",Cả tháng 8 và quý 3 trong cùng 2020 của chỉ tiêu Lỗi SME - vTracking đều được đánh giá là không đạt.,2023-08-06T17:38:52.729762+08:00
635,"Tháng 5, 2022 hãy giúp hiểu hơn về liệu có bất thường nào khi so sánh đánh giá tháng và quý của chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền không, kết quả về kpi của năm ra làm sao?","tuy kết quả của tháng với chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:52.729762+08:00
636,"Tháng 12, năm 2021 xin hỏi chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kết quả đánh giá trong cùng tháng với quý như thế nào, hiện trạng của năm bây giờ như thế nào?",Cả tháng 12 và quý 4 trong cùng 2021 của chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay đều được đánh giá là không đạt.,2023-08-06T17:38:52.729762+08:00
637,"Cho hỏi trong t2/2022 hiện trạng nhận được tháng của chỉ tiêu Tổng đài 18009000 khác gì so với quý, cho t biết thêm về kết quả của năm được hay không?","ta thấy kết quả của tháng với chỉ tiêu Tổng đài 18009000 được đánh giá là đạt khi KPI hiện trạng đạt được 80.5 % gấp 0.97 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 97.9 % chỉ bằng 1.01 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 88.5 % so với mục tiêu KPI năm là 96.9 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.745540+08:00
638,"Hãy giúp tôi hiểu hơn về trong tháng 8, năm 2021 thống kê về kết quả của tháng và quý chỉ tiêu Dịch vụ ViettelPay, hiện trạng của năm bây giờ như thế nào?","ta thấy kết quả của tháng với chỉ tiêu Dịch vụ ViettelPay được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 13.5 % so với mục tiêu KPI năm là 12.8 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.745540+08:00
639,"Có một câu hỏi là trong tháng 10, 2022 có thấy hiện tượng kì lạ khi so sánh tình hình tháng và quý của chỉ tiêu Lỗi SME - vBHXH không, cho tôi biết thêm về kết quả của năm được hay không?","ta thấy kết quả của tháng với chỉ tiêu Lỗi SME - vBHXH được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:52.745540+08:00
